Scenario,test_day,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,time_rat
highly_dynamic+Day43,heat_day60,0.501866126,1.76218231,9.738179242,0,,0.000255172,0.117927864,13.52141581,4.34E-05
highly_dynamic+Day44,heat_day61,0.490330118,1.720373574,9.507293799,0,,0.000255172,0.117927787,12.79623936,4.40E-05
highly_dynamic+Day45,heat_day62,0.478813482,1.678543869,9.276292557,0,,0.000255172,0.117856753,10.53722321,4.36E-05
highly_dynamic+Day297,heat_day63,0.260895253,0.89080542,4.925797687,0,,0.000255172,0.114381418,4.48674558,4.36E-05
highly_dynamic+Day298,heat_day64,0.260497868,0.88937561,4.917901673,0,,0.000255172,0.114277419,4.67309417,4.38E-05
highly_dynamic+Day299,heat_day65,0.262864228,0.898076764,4.965953108,0,,0.000255172,0.114277421,4.660523035,4.41E-05
highly_dynamic+Day300,heat_day66,0.250904816,0.856561803,4.736488053,0,,0.000255172,0.114277395,10.16767967,4.48E-05
highly_dynamic+Day301,heat_day67,0.24312016,0.828564748,4.581857759,0,,0.000255172,0.114277423,10.14136518,4.54E-05
highly_dynamic+Day302,heat_day68,0.234271016,0.796493428,4.404746425,0,,0.000255172,0.114277424,10.10662189,4.41E-05
highly_dynamic+Day303,heat_day69,0.242089755,0.824011294,4.556790952,0,,0.000255172,0.116191364,11.13214692,4.39E-05
highly_dynamic+Day304,heat_day70,0.244218149,0.831452402,4.597907112,0,,0.000255172,0.116190949,10.97356396,4.33E-05
highly_dynamic+Day305,heat_day71,0.223805717,0.756973925,4.186605606,0,,0.000255172,0.116190919,10.08872603,4.37E-05
highly_dynamic+Day306,heat_day72,0.213443568,0.718937729,3.976553714,0,,0.000255172,0.116190887,10.08698332,4.45E-05
highly_dynamic+Day307,heat_day73,0.226890358,0.766101528,4.237181052,0,,0.000255172,0.116191163,8.803358257,4.30E-05
highly_dynamic+Day308,heat_day74,0.232601301,0.786953878,4.352336509,0,,0.000255172,0.116191254,8.673613783,4.50E-05
highly_dynamic+Day309,heat_day75,0.236464701,0.801082026,4.430358087,0,,0.000255172,0.116191295,8.82357525,4.53E-05
